177,178, Motorcycle,394.05,40.300326,37.980617,23.735126,56.7645,-0.0091,-0.0937,83.0
178,179, Car,480.32,36.947951,37.980596,23.73508,47.392,0.005,0.0895,83.0
179,180, Car,480.62,35.748661,37.980619,23.735138,38.8799,0.0412,-0.0293,83.8
180,181, Motorcycle,480.71,44.601624,37.980585,23.735082,49.7112,0.0218,0.0406,84.4
181,182, Motorcycle,486.16,23.028722,37.980604,23.735097,39.6197,0.0416,0.097,84.8
182,183, Car,32.11,12.84541,37.980034,23.736892,16.1534,-0.0105,-0.0488,85.4
183,184, Car,478.66,22.975633,37.980596,23.735076,40.92,0.0472,-0.1728,87.8
184,185, Motorcycle,487.23,20.684375,37.980622,23.735127,38.6427,0.0095,-0.0619,89.0
185,186, Car,477.7,25.744193,37.980605,23.735102,42.7622,0.0541,-0.0115,89.2
186,187, Car,34.3,12.346529,37.980034,23.736887,12.9157,-0.0471,0.3691,91.8
187,188, Taxi,261.91,19.643018,37.978412,23.73553,32.0618,0.0106,-0.078,93.0
188,189, Car,93.48,21.572758,37.977623,23.737411,11.4717,-0.0316,0.2769,97.2
189,190, Motorcycle,56.88,15.05652,37.977607,23.73742,11.4782,0.0217,0.0578,98.6
190,191, Car,105.45,11.716569,37.977626,23.73741,3.4537,0.3062,0.0,103.8
191,192, Car,27.26,8.92056,37.980035,23.73689,23.2713,0.0262,-0.037,105.8
192,193, Car,199.45,13.807814,37.980034,23.736895,17.3811,-0.2704,-0.0963,112.2
193,194, Taxi,225.35,14.435345,37.978449,23.737981,25.2097,0.0446,0.2158,116.4
194,195, Taxi,358.31,5.743177,37.978402,23.735524,25.1568,0.0089,-0.0902,116.8
195,196, Motorcycle,481.59,33.469879,37.980607,23.73506,28.548,0.0189,-0.187,116.8
196,197, Car,235.61,31.648758,37.98061,23.73506,30.2101,0.7501,0.6394,118.0
197,198, Bus,140.38,15.502507,37.980594,23.735033,23.5893,0.0257,0.0778,118.6
198,199, Car,211.82,13.37793,37.978409,23.735525,25.8547,0.0086,-0.0667,118.6
199,200, Motorcycle,352.16,15.092596,37.978409,23.735521,31.2397,0.0633,0.0805,119.4
200,201, Car,487.56,30.578418,37.980619,23.73509,23.9197,-0.0617,0.1143,120.0
201,202, Car,481.52,34.808553,37.980607,23.735063,26.7208,1.1274,-1.2093,120.0
202,203, Motorcycle,175.75,10.406261,37.978398,23.73553,28.8277,0.0597,-0.067,120.0
203,204, Taxi,104.8,19.856184,37.977627,23.737404,10.894,-0.0405,0.4346,120.4
204,205, Motorcycle,349.92,14.996362,37.978406,23.735526,32.755,0.0264,-0.2032,120.6
205,206, Motorcycle,28.03,9.891223,37.97735,23.737621,1.873,-0.0386,0.1536,121.8
206,207, Motorcycle,214.0,14.05811,37.978418,23.735528,32.314,0.0366,-0.0784,121.8
207,208, Motorcycle,480.74,48.07366,37.980614,23.735076,39.5286,0.051,-0.006,121.8
208,209, Motorcycle,194.49,12.918358,37.978404,23.735534,31.5165,-0.04,-0.196,122.0
209,210, Motorcycle,215.19,14.13631,37.978415,23.735527,30.4705,0.0073,-0.0774,122.8
210,211, Car,28.34,3.750962,37.980033,23.73689,15.4168,0.5282,-0.2473,123.0
211,212, Motorcycle,357.91,15.790244,37.978406,23.735539,32.4082,0.0049,-0.0521,123.2
212,213, Car,227.98,24.572722,37.978467,23.738003,7.169,-0.6715,0.0021,124.0
213,214, Taxi,92.83,22.279832,37.977625,23.737414,6.5531,-0.3257,0.2816,124.2
214,215, Car,482.92,20.309717,37.980627,23.73509,30.9676,-0.0166,-0.0003,124.2
215,216, Medium Vehicle,236.59,11.090101,37.978536,23.738163,19.8114,-0.1089,-0.0057,125.4
216,217, Car,482.7,37.776566,37.98061,23.735053,33.0975,-0.0678,-0.1225,125.6
217,218, Car,18.62,0.09677,37.980526,23.734919,18.6502,0.0795,0.0312,126.0
218,219, Taxi,222.67,14.627971,37.978408,23.735523,31.8063,-0.3845,1.4661,126.4
219,220, Motorcycle,481.21,50.951537,37.980601,23.73504,45.7955,0.0474,0.0551,126.6
220,221, Motorcycle,480.96,40.079767,37.980606,23.735072,44.7874,0.0072,0.1615,126.8
221,222, Medium Vehicle,105.52,19.185478,37.977636,23.737401,9.9408,-0.161,0.1639,127.2
222,223, Heavy Vehicle,481.74,2.507635,37.980628,23.735088,32.1467,-0.0115,-0.143,127.2
223,224, Car,223.58,14.581484,37.97842,23.735524,30.0644,0.0218,0.0529,127.8
224,225, Taxi,480.33,24.083196,37.980584,23.735029,28.4814,0.0159,0.0025,127.8
225,226, Motorcycle,149.79,36.435828,37.980631,23.735119,46.2764,0.0299,0.0329,128.2
226,227, Car,235.43,32.598103,37.980595,23.735066,40.1267,-0.0322,-0.008,128.2
227,228, Car,197.28,18.210205,37.980035,23.736891,14.5972,-0.011,-0.0561,128.2
228,229, Motorcycle,55.36,19.162203,37.977614,23.73741,11.939,-0.1575,0.3342,128.8
229,230, Motorcycle,433.83,20.282799,37.980032,23.736895,13.6242,0.0019,-0.0902,129.6
230,231, Car,347.72,14.937735,37.978405,23.735529,28.5514,0.0077,-0.0639,129.8
231,232, Car,481.27,21.284879,37.980613,23.735057,37.7531,0.0376,-0.0269,130.0
232,233, Car,480.66,20.214535,37.980628,23.735095,37.5486,0.0238,-0.0079,130.6
233,234, Car,461.87,3.843576,37.980604,23.735056,38.0375,0.0475,-0.0195,131.2
234,235, Car,102.44,20.043382,37.977634,23.737403,8.5244,-0.1987,0.0001,131.6
